@relation BILANCIAdataset400-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute descr string
@attribute Puzzle numeric
@attribute Adventure numeric
@attribute Action numeric
@attribute RPG numeric
@attribute Simulation numeric
@attribute Strategy numeric
@attribute Shooter numeric
@attribute Sports numeric
@attribute Racing numeric
@attribute Educational numeric
@attribute Fighting numeric
@attribute BoardGames numeric

@data
' samurai shodown iii fight game releas snk sequel samurai shodown fill rage gaug well block attack mid air player charact style choos slash bust way battl great expand aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,1,0,0,0,0,0,0,0,1,0
' king fighter fight game releas snk featur numer improv kof kof also introduc new activ striker system player enjoy excit striker base battl strategi plenti nostalg charact snk univers appear anoth striker aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,1,0,0,0,0,0,0,0,1,0
' last blade fight game releas snk four god aim seal hell gate etern dead aim stop middl intens battl varieti system introduc charact individu sword qualiti abil repel turn back enemi attack desper move super desper move well abil cancel enemi move sequenc desper move known super cancel aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,1,0,0,0,0,0,0,0,1,0
' world hero jet fight game releas snk third titl world hero seri sixteen hero villain fighter gather determin strongest world dash back step addit counter system enjoy speedi battl aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,1,0,0,0,0,0,0,0,1,0
' world hero fight game releas snk player abl take part epic battl histor figur hanzo hattori jeann player enjoy numer battl strategi via simpl deep game system featur mechan throw back projectil bounc back aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,1,0,0,0,0,0,0,0,1,0
' entri game maker toolkit game jam control wasd move mous aim left mous button attack right mous button roll pickup weapon ',0,0,1,0,0,0,0,0,0,0,1,0
' hyperact platform beat made solo develop game take inspir mani titl super smash bros combat remov limit speed experi simpl input move jump dash attack incred versatil applic game built anyon enjoy nuanc fastest technic player get kick put shoe neon synthezoid creat fight divid robot world synthezoid android control other wield power far greater robot human world either control robot therefor societi territori simpli outcast left fend next technolog conflict neon answer next conflict neon fast make dash superson speed cardin direct twice doubl tap button make sure attack faster attack twice dot familiar fight game take understand frame data throw window game let cancel virtual everyth everyth make combo hit run hit move unleash barrag punch like anim refer teleport behind enemi end charg attack preset combo rememb wait anim finish hit get hit win regardless playstyl actual land attack though mayb wait occasion disclaim play game fastest potenti may make impati play mechan similar game ',0,0,1,0,0,0,0,0,0,0,1,0
' aeon must die turn beat genr head introduc breakneck risk reward gameplay innov tactic fight favor brain reflex rpg align system track behav warrior chang challeng stori accord ruthless grim color world look feel like ridicul action pack anim vhs tape parent heavili disapprov violent journey disgrac symbiot emperor fuel blood amnesiac hole head sentient hoverbik ',0,0,1,1,0,0,0,0,0,0,1,0
' air fire player enter symbiosi either element air fire air doubl jump fire shoot fire ball choos wise need proceed level fight boss end control movespac jump usea shift dashleft mous enter sword shoot team maximilian zenz markus kohl ',0,1,0,0,0,0,0,0,0,0,1,0
' design steampunk pixel airship function modul conquer sky game ship view side modul oper individu crew member combat player give high level command small fleet posit ship ram board other ship terrain fulli destruct catch fire explod break apart fall player also compet one anoth internet lan match ship high detail teem sailor move around individu task like ant farm cut away draw player choic ship layout crucial import part game explor design space differ airship match tactic ',0,0,1,0,0,1,0,0,0,0,1,0
' amorph top beat arcad style game sever differ kind enemi drop sever differ kind power goal game get highest score possibl player run live featur strategi discov use slime trap slime decoy lure foe doom emerg behavior discov one way heal origin graphic asset origin audio asset customiz score card compar score see various data regard play shot gameplay session last minut intens short burst play note pleas upload score card found exe directori everi game comment section data would immens help gather inform play session better polish balanc near futur pleas leav comment critic idea anyth everyth particular leav critic idea polish balanc current enemi type futur enemi type current power type futur power game mode etc ',0,0,1,0,0,0,0,0,0,0,1,0
' one oldest game made game mod classic player mode mode enjoy question send zompi dev gmail com ',0,0,0,0,0,0,0,0,0,0,1,0
' fight game mega drive sega genesi differ charact blue cyclop green cyclop punk ala ursa capacet tcheco redondo mangang homuncullus devwil tcheco marcelo barbosa capacet pedro paiva redondo homuncullus paulo amawek villalva ',0,0,0,0,0,0,0,0,0,0,1,0
' basic mini fight level beat white ninja part collect anaglyph game ',0,0,0,0,0,0,0,0,0,0,1,0
' play chelsea make way street fill late night urg fight strang creatur block path collect various item bring joy control move attack hit combo strong attack item menu paus enter restart esc ',0,0,0,0,0,0,0,0,0,0,1,0
' art fight fight game releas snk twelv fighter compet crown strongest one king fighter ultim fight championship new mechan revamp rage guag addit weak strong attack land recoveri mechan mean battl even intens previous titl aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' art fight fight game releas snk ryo sakazaki robert garcia fight numer enemi free yuri sakazaki kidnap mysteri person game known ambiti titl via introduct spirit gaug represent charact damag receiv enemi aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' fatal furi fight game releas snk new stori begin citi south town five new charact join total hungri wolv readi battl featur new element oversway combin art mechan readi epic intens fight aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game remot play requir vita system suffici robust connect player dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account snk corpor right reserv arcad archiv seri produc hamster ',0,0,0,0,0,0,0,0,0,0,1,0
' fatal furi fight game releas snk player take part brutal street fight varieti locat goal toppl infam crime lord gees howard game includ uniqu featur compar fight game avail time includ special line battl system allow player travers foreground background player function aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game addit hardwar requir remot play player dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account snk corpor right reserv arcad archiv seri produc hamster ',0,0,0,0,0,0,0,0,0,0,1,0
' garou mark wolv fight game releas snk son gees howard rock howard rais terri bogard main charact first episod new generat fatal furi seri numer new game mechan break featur introduc acclaim fight masterpiec result game varieti deep strategi avail player aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game remot play requir vita system suffici robust connect player dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account snk corpor right reserv arcad archiv seri produc hamster titl base mvs neogeo arcad version may differ version version home neogeo consol home consol ',0,0,0,0,0,0,0,0,0,0,1,0
' real bout fatal furi fight game releas snk titl fatal furi seri new element top refin previous system entri add rick strowd xiangfei playabl charact gees howard make return well aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' real bout fatal furi special fight game releas snk introduc brand new line battl system refin power gaug system abolish ring system battl tactic system improv along wolfgang krauser total combat appear aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' samurai shodown fight game releas snk warrior respect goalsspecul challeng amakusa return life plan conquer modern world attack use anger gaug lead unexpect outcom make battl even intens aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' samurai shodown fight game releas snk yoshitora tokugawa mina majikina join cast twenti four warrior new system avail includ sword gaug concentr one even sword swing action aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' samurai shodown fight game origin releas snk game featur swordmast uniqu person battl among take shiro tokisada amakusa game climax one uniqu characterist game rage gaug fill player take damag gaug full charact attack damag keep battl tens excit aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game addit hardwar requir remot play player dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account snk corpor right reserv arcad archiv seri produc hamster ',0,0,0,0,0,0,0,0,0,0,1,0
' savag reign fight game releas snk first half centuri great fighter gather compet king lion battl beast god howl fist fli weapon complet new style fight game util innov line system achiev victori vicious fight aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' king fighter fight game releas snk third entri king fighter nest collect reach conclus last tournament charact total battl varieti fight style make team fighter new tactic order select system aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game titl base mvs neogeo arcad version may differ version version home neogeo consol home consol ',0,0,0,0,0,0,0,0,0,0,1,0
' king fighter fight game releas snk entri kof seri tame striker system replac creat team comeback battl mode easier use max activ system add depth experi gameplay aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' king fighter fight game releas snk addit charact popular work fatal furi art fight sequel titl previous work kof yagamian particip rival main charact kyo kusanagi team edit function instal becam possibl form team player favorit charact aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' king fighter fight game releas snk total playabl charact avail new game mechan emerg evas short mid hop make entri first time legendari seri new depth fight stori focus second chapter orochi trilog aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game remot play requir vita system suffici robust connect player dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account snk corpor right reserv arcad archiv seri produc hamster ',0,0,0,0,0,0,0,0,0,0,1,0
' king fighter fight game releas snk featur popular charact fatal furi art fight fighter battl determin strongest advanc extra mode gameplay offer even deeper level tactic aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game remot play requir vita system suffici robust connect player dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account snk corpor right reserv arcad archiv seri produc hamster ',0,0,0,0,0,0,0,0,0,0,1,0
' king fighter fight game releas snk previous instal kof stori orochi saga reach excit conclus result next entri seri king fighter releas dream match version king fighter seri one popular well known version game partial thank mani balanc chang receiv high prais fan around world aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' last blade fight game releas snk set japan edo period roster uniqu swordsmen choos themat game similar samurai shodown seri also featur wealth innov system set apart one system abil choos power speed style select charact power system focus high damag speed system focus intric combo speed game also featur uniqu hajiki abil allow player deflect repel attack game also allow player cancel super attack desper move anoth strateg element game final game featur wealth flashi attack thank inclus super secret skill super desper move aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' super spi action game releas snk punch kick use gun fight terrorist make way build rescu captiv defeat enemi earn experi use role play game like featur level aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' world hero perfect fight game releas snk charact base histor figur battl decid strongest new element hero gaug extra attack guard attack version lead excit match aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' intens adrenalin fuel rampag fast pace action pack beatum lower health get larger hitbox damag becom well get boost movement attack speed beat enemi take damag score tri surviv long possibl damag higher end badg result earn point gold immers berserk caus rampag uniqu art style watch environment hazard game support mous keyboard well gamepad input control mous keyboard wasd movement left click attack control gamepad left joystick movement altern map button attack credit justic shultz programmertravi fisk artistcamden cecrl artistfr snyder musiccharl thiollier music built seattl indi game jam built within less day ',0,0,0,0,0,0,0,0,0,0,1,0
' sacrific friend god agartha ritual stun throw pit send heaven devour god old develop global game jam ritual theme cours day role game designaudioart requir control player length minut engin uniti ',0,0,0,0,0,0,0,0,0,0,1,0
' amazon alien alien amazon race around world compet dead race hunt human use uniqu skill deter oppon harsh environ full obstacl choos amazon alien destroy oppon win big trophi featur player multiplay play friend amazon uniqu skill use stop enemi frantic competit fast high dynam match stage differ obstacl trap various planet dripl various obstacl differenti cutscen race uniqu captur scene human pippin game pippin game independ game studio focus creat casual midcor game fun theme studio base natal brazil team member activ particip indi game develop group pong potiguar indi game inspir group game develop meet month promot interact profession alreadi insert market game product intend enter market pleas follow pippin game facebook twitter instagram follow job feedback realli import amazon alien alien gena amazona diverso lugar universo competir uma corrida mortal para humano para isso ela utilizar sua habilidad singular para deter sua oponent ambient spito cheio obst culo escolha uma amazon alien destrua sua adver ria para conquistar grand trof caract stica multiplay para jogador jogu com seus amigo amazona com habilidad nica util para parar seus inimigo competitividad fren tica partida pida altament din mica fase com diferent obst culo armadilha percorra rio planeta dripl obst culo diverso cutscen captura diferenciada cada possui uma cena captura exclusiva que ser que ela fazer com humano sobr pippin game pippin game uma desenvolvedora independent jogo digitai focada cria jogo casuai midcor com tema divertido est dio sediado natal brasil membro equip participam ativament grupo desenvolvedor indi pong potiguar indi game que inspirado por outro grupo desenvolvedor jogo nem mensalment para promov intera profissionai inserido mercado produ jogo com aquel que pretendem entrar ness mercado visit gina pippin game facebook twitter instagram acompanh nosso trabalho seu feedback muito important ',0,0,0,0,0,0,0,0,0,0,1,0
' find unkown place got defend monster demon tri kill snowbal simpl mele fight game made main fun learn experi font lemon milk ariq sya credit model program everyth els wasnt realli need inspir fear spell wowcraft ',0,0,0,0,0,0,0,0,0,0,1,0
' game made bring togeth favourit charact much belov anim manga franchis style jump ultim star mani charact communiti creat game complet modifi bring battl fantasi fruition roster chang throughout updat game improv challeng random fighter arcad warrior fight peopl claim victori challeng arcad helper warrior fight could even use turn mode select fighter take turn fight previous charact defeat also fight friend local multiplay versus mode fight wide select charact varieti map also use team mode test skill surviv mode infinit number charact see mani charact plough ever want see dream battl two anim charact watch mode pit charact choic creat incred battl credit meiloorun towergamesmugen base screen pack elecbyt creat ',0,0,0,0,0,0,0,0,0,0,1,0
' battl favorit anim charact ',0,0,0,0,0,0,0,0,0,0,1,0
' submarin game find enemi sonar destroy torpedo howev complet trust sonar sinc oppon jammer stealthi submarin control arrow move right click launch sonar left click launch torpedo scroll zoom press mouss wheel send mega sonar scan map reach end map submarin turn direct center map ',0,0,0,0,0,0,0,0,0,0,1,0
' yie kung action game releas konami main charact oolong join high level kung contest order aveng father death game one pioneer fight game genr today player enjoy authent battl martial artist use differ fight style arcad archiv seri faith reproduc mani classic arcad masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' arcana heart chao erupt japan planar rift appear various locat around countri suspect drexler institut player great war mani year ago creator divin celesti weapon involv rumor circul one get hand celesti stone rift wish grant power draw mani young women search either seal away hope rumor true reason hunt allow anyon stand way enemi friend alik examu inc arc system work publish distribut aksi game permiss arc system work purchas use item subject playstat network term servic user agreement item sublicens soni comput entertain america ',0,0,0,0,0,0,0,0,0,0,1,0
' arcasm one two player competit arcad action assembl program game game heavili inspir core war play real time game start random pick two mode watchdog mode mode cpus watchdog timer start count reach player highest score winner memori mode mode game continu everi memori address written player point player highest score winner write program hex edit valu insid cpus memori game base imaginari dual cpu ish like processor processor inspir pic micro control core war processor regist program counter processor abil memori memori copi without use regist intermediari inspir corewar branch instruct branch rather skip next instruct inspir pic howev obstacl write assembl languag real time bombther bomb bounc around insid comput repres icon bomb bounc around bomb close memori block explod eras memori block hope write code right oppon oppon cool abil overwrit code steal execut path also explod cursor disabl abil write code amount time cpu playerin singl player mode cpu player place small instruct program memori core steal execut second cpu also period monitor program see modifi detect modif eras program place new program elsewher status game most code complet still test done opcod make sure instruct set make sens base overal object game first draft manual download ',0,0,0,0,0,0,0,0,0,0,1,0
' explor uncov answer music hour smooth jazz youtub vid ',0,0,0,0,0,0,0,0,0,0,1,0
' walk arrow key left right jump space bar jab dash attack shift dash attack counter top blue charg back count everi second sinc last use jump head damag score multipli increas everi time wave clear timer wave clear multipli return first game ever creat test godot engin export html someth put content page point look back thank check ',0,0,0,0,0,0,0,0,0,0,1,0
' arm revolutionari new sport elit athlet use awesom extend arm fight like never use simpl motion button control dish high strateg beatdown arm joy con control hand feel heat battl punch way victori pick varieti differ fighter special skill weapon arm mix match arm creat ultim champion ',0,0,0,0,0,0,0,0,0,0,1,0
' minut one pod fight escap race beat astronaut friend last escap pod back earth ship explod rotat punch way safeti fight space debri fail graviti system game creat fun competit atmospher player environ ',0,0,0,0,0,0,0,0,0,0,1,0
' attrit one surviv dead hord long health ammo fuse one control wasd arrow key move space shoot game gmtk game jam made hour enjoy credit hriday ajinkya everyth ',0,0,0,0,0,0,0,0,0,0,1,0
' made mini jam gameboy welcom auster duel friend retro game element cloud fight switch correct element outwit friend wind game consid combin joust rock paper scissor gameplay evapor oppon crash right element red green green blue blue red player control move jump crouch wasd chang color space player control move jump crouch arrow chang color return credit develop drew bushnel music strikecast audio pixel art safwyl ',0,0,0,0,0,0,0,0,0,0,1,0
' submiss game jam theme back use arrow move space attack reload asset stori line also read poem cold shard ice hit back feel shiver spine hot burst flame come place lose strength lose confus fall knee cough paint green grass turn red world start spin around world start fade away move faster faster sound turn nois everyth turn grey everyth blur away world keep spin even sudden stop hit ground yet spirit still strong refus surrend refus die float dead bodi regain strength one thought stay mind must come back ',0,0,0,0,0,0,0,0,0,0,1,0
' game two bear must fight last stand scale must throw box area bear part end sink game creat laga jam weekend rio fern ndez calder alejandro cueto jim nez lui alarc arroyo juanma pedrosa game done hour ',0,0,0,0,0,0,0,0,0,0,1,0
' long long looooooong time ago thing simpl simpl rock boulder menhir monolith even hand pebbl bread butter simpl peopl way invent bread butter human live die rock went old say rock rock rubbl rubbl barbarock faith reenact minor disput quarrel solv rough time gut scream agoni includ grab friend pick control learn damn histori control rock master guid rock must becom extens bodi must one boulder splendid roll glorious dash difficult handl initi learn phase becom easi master process smooth possibl move start dive kick techniqu jump rotat aim rock oppon head dash smash skull littl piec start roll left analog stick evad foe posit better aim attack rememb gain highest acceler stay perpendicular ground ground use techniqu roll rock anywher even wall ceil tri dodg oppon attack attack rotat bodi lie parallel ground way head safe oppon probabl hit rock instead get hang mid air rotat jump rotat constant hold estim safe land tricki arena dozen unfortun land abl precis control rock bodi ',0,0,0,0,0,0,0,0,0,0,1,0
' two cowboy one duel win good luck ',0,0,0,0,0,0,0,0,0,0,1,0
' control wasd arrow key restart ',0,0,0,0,0,0,0,0,0,0,1,0
' student project made first semest game academi creat rough day featur local player player cute monster charact one arena stage meant play xbox control control work guarante brand product use logitech model work continu bug fix due fact still univers new project take care would happi give tri hope enjoy play ',0,0,0,0,0,0,0,0,0,0,1,0
' beat one player attack block move switch everi beat land success hit block allow combo beat big damag asset use song use ',0,0,0,0,0,0,0,0,0,0,1,0
' produc bestgam project publish bestgam studio offici trailer ',0,0,0,0,0,0,0,0,0,0,1,0
' nomin best sport game best fight game neoseek game base bellat fight championship singl elimin mix martial art tournament first kind fast pace arcad style mma fight game easi understand control enabl player quick master clinch ground game design fighter compet onlin local player creation best fighter bellat offer level fighter master mma techniqu unlock move earn belt climb top world rank softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee entitl play playstat system activ account copyright new floor product inc right reserv ',0,0,0,0,0,0,0,0,0,0,1,0
' readi fight dbz charact pokemon charact time adventur charact touhou project charact charact ',0,0,0,0,0,0,0,0,0,0,1,0
' current creat dream game check devlog video channel huge help inspir give game fan music well enjoy play awesom piano game challeng friend see tap faster get best score artist specif design game atmospher relax yet fun play piano melodi game get faster time keep focus enjoy listen like artist song enjoy play beautifuli design game tap black tile let past bottom line creat melodi piano ',0,0,0,0,0,0,0,0,0,0,1,0
' blazblu chrono phantasma newest titl blazblu seri includ new battl mechan brand new stori mode continu blazblu continuum shift add five new playabl charact origin cast well two download charact scientist kokono villain terumi unlock charact kagura mutsuki function featur may avail playstat player minimum item licens sublicens soni comput entertain america subject network term servic user agreement item use restrict applic term locat www playstat com support useragr wish accept term download item item may use activ playstat vita system associ soni entertain network account develop arc system work licens publish aksi game permiss arc system work ',0,0,0,0,0,0,0,0,0,0,1,0
' blazblu continuum shift welcom old face new alik choos favorit charact previous game well various new charact makoto valkenhayn platinum experi two new stori brand new abyss mode even blazblu gameplay fun battl friend via hoc see best rise top becom best blazblu player around arc system work ltd publish distribut aksi game permiss arc system work purchas use item subject playstat network term servic user agreement wish accept term purchas use item item sublicens soni comput entertain america one time licens fee download portabl system associ purchas account ',0,0,0,0,0,0,0,0,0,0,1,0
' blazblu continuum shift latest fight game entri success blazblu seri build upon solid gameplay predecessor addit contain superior onlin play depth stori mode seri justifi celebr blazblu continuum shift also introduc comprehens tutori mode new game well challeng mode test skill advanc player ',0,0,0,0,0,0,0,0,0,0,1,0
